account_id,npi,month,territory,district,region,specialty,payer_channel,trx_units,trx_dollars,trx_normalized,nrx,nbrx,market_trx,market_nrx,il17_competitor_a_trx,il17_competitor_b_trx,advanced_other_trx,il17_class_trx,advanced_therapy_trx,calls,call_plan,samples,speaker_attendance,new_writers,speaker_launch_active,formulary_win_active,competitor_launch_active
HCP0031,9999000031,2025-04,N-CAR-01,North District 1,North,Cardiology,Medicaid,42.86479,4428.790094,40.72155,7.07269,5.304518,382.721339,70.803448,52.199789,41.01412,246.64264,136.078699,382.721339,6,8.8,10,0,0.0,0,0,0
HCP0032,9999000032,2025-04,N-CAR-02,North District 2,North,Cardiology,Cash,26.599306,3351.512506,27.131292,4.388885,2.808887,237.4938,43.936353,32.392043,25.450891,153.05156,84.44224,237.4938,7,6.08,12,1,0.0,0,0,0
HCP0033,9999000033,2025-04,N-CAR-01,North District 1,North,Cardiology,Commercial,29.485044,4012.324773,29.485044,4.865032,3.454173,263.259321,48.702974,35.906231,28.212039,169.656007,93.603314,263.259321,5,6.76,4,0,0.0,0,0,0
HCP0034,9999000034,2025-04,N-CAR-02,North District 2,North,Cardiology,Medicare Part D,20.613159,2493.367693,20.200896,3.401171,2.312796,184.046062,34.048521,25.102247,19.723194,118.607462,65.4386,184.046062,8,4.72,27,0,0.0,0,0,0
HCP0035,9999000035,2025-04,N-CAR-01,North District 1,North,Cardiology,Medicaid,38.301914,3957.353776,36.386819,6.319816,4.739862,341.981376,63.266555,46.64322,36.648244,220.387998,121.593378,341.981376,9,8.12,13,0,0.0,0,0,0
HCP0036,9999000036,2025-04,N-CAR-02,North District 2,North,Cardiology,Cash,41.221634,5193.925939,42.046067,6.80157,4.353005,368.050307,68.089307,50.19879,39.441907,237.187976,130.862331,368.050307,7,8.12,14,0,0.0,0,0,0
HCP0037,9999000037,2025-04,N-CAR-01,North District 1,North,Cardiology,Commercial,33.677295,4582.806317,33.677295,5.556754,3.945295,300.690135,55.627675,41.011462,32.223291,193.778087,106.912048,300.690135,6,7.44,16,0,0.0,0,0,0
HCP0038,9999000038,2025-04,N-CAR-02,North District 2,North,Cardiology,Medicare Part D,28.191686,3410.066321,27.627852,4.651628,3.163107,251.711481,46.566624,34.331209,26.974521,162.214065,89.497416,251.711481,8,6.76,22,1,0.0,0,0,0
HCP0039,9999000039,2025-04,N-CAR-01,North District 1,North,Cardiology,Medicaid,27.622159,2853.921516,26.241051,4.557656,3.418242,246.626424,45.625888,33.637652,26.429584,158.937029,87.689395,246.626424,6,6.08,10,0,0.0,0,0,0
HCP0040,9999000040,2025-04,N-CAR-02,North District 2,North,Cardiology,Cash,20.128963,2536.249346,20.531542,3.321279,2.125618,179.722884,33.248734,24.512604,19.259903,115.821414,63.90147,179.722884,2,4.72,7,1,0.0,0,0,0
HCP0041,9999000041,2025-04,N-END-01,North District 1,North,Endocrinology,Commercial,21.039556,2454.05382,21.039556,4.313109,3.062307,208.312437,42.704049,29.558731,23.224717,134.489433,73.823004,208.312437,4,4.72,5,0,0.0,0,0,0
HCP0042,9999000042,2025-04,N-END-02,North District 2,North,Endocrinology,Medicare Part D,30.188495,3129.943213,29.584726,6.188642,4.208276,298.895994,61.273679,42.412188,33.323862,192.971449,105.924545,298.895994,11,7.44,32,0,0.0,0,0,0
HCP0043,9999000043,2025-04,N-END-01,North District 1,North,Endocrinology,Medicaid,32.382674,2867.809587,30.76354,6.638448,4.978836,320.620533,65.727209,45.494816,35.745927,206.997116,113.623417,320.620533,9,7.44,16,1,0.0,0,0,0
HCP0044,9999000044,2025-04,N-END-02,North District 2,North,Endocrinology,Cash,21.411407,2312.43196,21.839635,4.389338,2.809177,211.994129,43.458796,30.081149,23.635188,136.866385,75.127744,211.994129,7,4.72,16,0,0.0,0,0,0
HCP0045,9999000045,2025-04,N-END-01,North District 1,North,Endocrinology,Commercial,13.244602,1544.850407,13.244602,2.715143,1.927752,131.134675,26.882609,18.607504,14.620182,84.662387,46.472288,131.134675,2,2.68,1,0,0.0,0,0,0
HCP0046,9999000046,2025-04,N-END-02,North District 2,North,Endocrinology,Medicare Part D,15.213015,1577.285416,14.908755,3.118668,2.120694,150.623913,30.877902,21.372952,16.793034,97.244912,53.379001,150.623913,6,3.36,13,0,0.0,0,0,0
HCP0047,9999000047,2025-04,N-END-01,North District 1,North,Endocrinology,Medicaid,29.273755,2592.48375,27.810067,6.00112,4.50084,289.839159,59.417028,41.127058,32.314117,187.124229,102.71493,289.839159,10,6.76,20,0,0.0,0,0,0
HCP0048,9999000048,2025-04,N-END-02,North District 2,North,Endocrinology,Cash,21.781814,2352.435925,22.21745,4.465272,2.857774,215.661526,44.210613,30.601538,24.044066,139.234108,76.427418,215.661526,3,5.4,11,0,0.0,0,0,0
HCP0049,9999000049,2025-04,N-END-01,North District 1,North,Endocrinology,Commercial,33.282545,3882.076081,33.282545,6.822922,4.844274,329.530152,67.553681,46.759057,36.739259,212.749291,116.780861,329.530152,10,7.44,25,0,0.0,0,0,0
HCP0050,9999000050,2025-04,N-END-02,North District 2,North,Endocrinology,Medicare Part D,23.259436,2411.53834,22.794247,4.768184,3.242365,230.291446,47.209747,32.677467,25.675153,148.67939,81.612056,230.291446,7,5.4,12,0,0.0,0,0,0
HCP0051,9999000051,2025-04,N-END-01,North District 1,North,Endocrinology,Medicaid,22.108112,1957.894416,21.002707,4.532163,3.399122,218.892199,44.872901,31.059958,24.404253,141.319876,77.572323,218.892199,4,5.4,7,0,0.0,0,0,0
HCP0052,9999000052,2025-04,N-END-02,North District 2,North,Endocrinology,Cash,13.044876,1408.846613,13.305774,2.6742,1.711488,129.157189,26.477224,18.326907,14.399712,83.385694,45.771495,129.157189,0,2.68,0,0,0.0,0,0,0
HCP0053,9999000053,2025-04,N-END-01,North District 1,North,Endocrinology,Commercial,27.525606,3210.586709,27.525606,5.642749,4.006352,272.530754,55.868805,38.671062,30.384406,175.94968,96.581074,272.530754,10,6.08,22,0,0.0,0,0,0
HCP0054,9999000054,2025-04,N-END-02,North District 2,North,Endocrinology,Medicare Part D,14.516344,1505.054555,14.226017,2.975851,2.023578,143.726178,29.463867,20.39419,16.024006,92.791638,50.93454,143.726178,3,3.36,4,0,0.0,0,0,0
HCP0055,9999000055,2025-04,N-END-01,North District 1,North,Endocrinology,Medicaid,20.564575,1821.198785,19.536347,4.215738,3.161803,203.609656,41.739979,28.891424,22.700405,131.453252,72.156404,203.609656,6,4.72,6,0,0.0,0,0,0
HCP0056,9999000056,2025-04,N-END-02,North District 2,North,Endocrinology,Cash,25.357664,2738.62766,25.864817,5.198321,3.326925,251.065976,51.468525,35.625293,27.991302,162.091717,88.974259,251.065976,1,6.08,3,0,0.0,0,0,0
HCP0057,9999000057,2025-04,N-END-01,North District 1,North,Endocrinology,Commercial,22.961572,2678.237766,22.961572,4.707122,3.342057,227.342298,46.605171,32.258995,25.346353,146.775378,80.56692,227.342298,6,5.4,9,1,0.0,0,0,0
HCP0058,9999000058,2025-04,N-END-02,North District 2,North,Endocrinology,Medicare Part D,26.920873,2791.156071,26.382455,5.518779,3.75277,266.543294,54.641375,37.821465,29.716865,172.084091,94.459203,266.543294,8,6.08,13,0,0.0,0,0,0
HCP0059,9999000059,2025-04,N-END-01,North District 1,North,Endocrinology,Medicaid,42.151424,3732.930065,40.043852,8.641042,6.480781,417.340828,85.554869,59.219053,46.529256,269.441095,147.899733,417.340828,11,8.8,26,0,0.0,0,0,0
HCP0060,9999000060,2025-04,N-END-02,North District 2,North,Endocrinology,Cash,28.800368,3110.439791,29.376376,5.904076,3.778608,285.152162,58.456193,40.461991,31.791565,184.098238,101.053924,285.152162,3,6.76,3,1,0.0,0,0,0
HCP0061,9999000061,2025-04,S-PCP-01,South District 1,South,Primary Care,Medicare Part D,10.492094,886.372112,10.282252,2.465642,1.676637,122.001094,27.450246,17.165889,13.487484,80.855627,41.145467,122.001094,3,2.68,6,0,0.0,0,0,0
HCP0062,9999000062,2025-04,S-PCP-02,South District 2,South,Primary Care,Medicaid,11.591281,836.426802,11.011716,2.723951,2.042963,134.782332,30.326025,18.964244,14.900477,89.32633,45.456002,134.782332,2,2.68,8,0,0.0,0,0,0
HCP0063,9999000063,2025-04,S-PCP-01,South District 1,South,Primary Care,Cash,9.768972,859.669551,9.964352,2.295708,1.469253,113.5927,25.558357,15.982805,12.557918,75.283005,38.309695,113.5927,4,2.68,5,0,0.0,0,0,0
HCP0064,9999000064,2025-04,S-PCP-02,South District 2,South,Primary Care,Commercial,0.0,0.0,0.0,0.0,0.0,176.14638,39.632935,33.267489,26.138741,116.74015,59.40623,176.14638,2,4.04,3,0,0.0,0,0,0
HCP0065,9999000065,2025-04,S-PCP-01,South District 1,South,Primary Care,Medicare Part D,18.568884,1568.699288,18.197506,4.363688,2.967308,215.917252,48.581382,30.38015,23.870118,143.0981,72.819152,215.917252,4,4.72,7,0,0.0,0,0,0
HCP0066,9999000066,2025-04,S-PCP-02,South District 2,South,Primary Care,Medicaid,35.202241,2540.193678,33.442129,8.272527,6.204395,409.328379,92.098885,57.593627,45.252135,271.280376,138.048003,409.328379,9,8.12,19,0,0.0,0,0,0
HCP0067,9999000067,2025-04,S-PCP-01,South District 1,South,Primary Care,Cash,19.294645,1697.92873,19.680538,4.534241,2.901915,224.356334,50.480175,31.567552,24.803077,148.69106,75.665274,224.356334,1,5.4,1,0,0.0,0,0,0
HCP0068,9999000068,2025-04,S-PCP-02,South District 2,South,Primary Care,Commercial,7.331458,696.78177,7.331458,1.722893,1.223254,85.249511,19.18114,11.99484,9.424517,56.498696,28.750815,85.249511,0,2.68,0,0,0.0,0,0,0
HCP0069,9999000069,2025-04,S-PCP-01,South District 1,South,Primary Care,Medicare Part D,12.10277,1022.442036,11.860715,2.844151,1.934023,140.729887,31.664225,19.801081,15.557993,93.268043,47.461844,140.729887,6,3.36,17,0,0.0,0,0,0
HCP0070,9999000070,2025-04,S-PCP-02,South District 2,South,Primary Care,Medicaid,13.062626,942.599125,12.409495,3.069717,2.302288,151.891004,34.175476,21.371481,16.791878,100.665019,51.225985,151.891004,5,3.36,12,0,0.0,0,0,0
HCP0071,9999000071,2025-04,S-PCP-01,South District 1,South,Primary Care,Cash,0.0,0.0,0.0,0.0,0.0,287.387783,64.662251,54.276846,42.646093,190.464844,96.922939,287.387783,7,6.76,18,0,0.0,0,0,0
HCP0072,9999000072,2025-04,S-PCP-02,South District 2,South,Primary Care,Commercial,15.519088,1474.934132,15.519088,3.646986,2.58936,180.454513,40.602265,25.390445,19.949636,119.595344,60.859169,180.454513,9,4.04,19,0,0.0,0,0,0
HCP0073,9999000073,2025-04,S-PCP-01,South District 1,South,Primary Care,Medicare Part D,8.723081,736.925863,8.548619,2.049924,1.393948,101.431172,22.822014,14.271644,11.213435,67.223012,34.20816,101.431172,3,2.68,11,0,0.0,0,0,0
HCP0074,9999000074,2025-04,S-PCP-02,South District 2,South,Primary Care,Medicaid,0.0,0.0,0.0,0.0,0.0,187.789678,42.252678,35.466474,27.866515,124.456689,63.332989,187.789678,4,4.04,14,1,0.0,0,0,0
HCP0075,9999000075,2025-04,S-PCP-01,South District 1,South,Primary Care,Cash,0.0,0.0,0.0,0.0,0.0,278.439553,62.648899,52.586858,41.318246,184.534449,93.905104,278.439553,6,6.08,15,0,0.0,0,0,0
HCP0076,9999000076,2025-04,S-PCP-02,South District 2,South,Primary Care,Commercial,10.507333,998.616897,10.507333,2.469223,1.753148,122.178287,27.490115,17.19082,13.507073,80.973061,41.205226,122.178287,2,2.68,5,1,0.0,0,0,0
HCP0077,9999000077,2025-04,S-PCP-01,South District 1,South,Primary Care,Medicare Part D,12.512975,1057.09611,12.262715,2.940549,1.999573,145.499707,32.737434,20.472208,16.085306,96.429218,49.070489,145.499707,2,3.36,3,0,0.0,0,0,0
HCP0078,9999000078,2025-04,S-PCP-02,South District 2,South,Primary Care,Medicaid,0.0,0.0,0.0,0.0,0.0,140.278964,31.562767,26.49347,20.816298,92.969196,47.309768,140.278964,2,3.36,7,0,0.0,0,0,0
HCP0079,9999000079,2025-04,S-PCP-01,South District 1,South,Primary Care,Cash,23.484714,2066.654827,23.954408,5.518908,3.532101,273.07807,61.442566,38.422834,30.18937,180.981152,92.096918,273.07807,4,6.08,7,0,0.0,0,0,0
HCP0080,9999000080,2025-04,S-PCP-02,South District 2,South,Primary Care,Commercial,15.530869,1476.053791,15.530869,3.649754,2.591325,180.5915,40.633088,25.40972,19.96478,119.686131,60.905369,180.5915,6,4.04,17,0,0.0,0,0,0
HCP0081,9999000081,2025-04,S-CAR-01,South District 1,South,Cardiology,Medicare Part D,21.924729,2652.015161,21.486234,3.61758,2.459955,195.756505,36.214953,26.699447,20.978137,126.154192,69.602313,195.756505,5,6.08,4,0,0.0,0,0,0
HCP0082,9999000082,2025-04,S-CAR-02,South District 2,South,Cardiology,Medicaid,23.654202,2443.952111,22.471492,3.902943,2.927207,211.198229,39.071672,28.805561,22.632941,136.105525,75.092704,211.198229,2,6.08,4,0,0.0,0,0,0
HCP0083,9999000083,2025-04,S-CAR-01,South District 1,South,Cardiology,Cash,17.301933,2180.043497,17.647971,2.854819,1.827084,154.48154,28.579085,21.069909,16.554928,99.55477,54.92677,154.48154,4,4.04,10,0,0.0,0,0,0
HCP0084,9999000084,2025-04,S-CAR-02,South District 2,South,Cardiology,Commercial,51.238395,6972.520819,51.238395,8.454335,6.002578,457.485671,84.634849,62.396979,49.026198,294.824099,162.661572,457.485671,7,8.8,19,1,0.0,0,0,0
HCP0085,9999000085,2025-04,S-CAR-01,South District 1,South,Cardiology,Medicare Part D,31.344801,3791.467117,30.717905,5.171892,3.516887,279.864294,51.774894,38.171002,29.991502,180.356989,99.507305,279.864294,9,8.12,25,0,0.0,0,0,0
HCP0086,9999000086,2025-04,S-CAR-02,South District 2,South,Cardiology,Medicaid,30.563297,3157.799801,29.035132,5.042944,3.782208,272.886576,50.484017,37.219303,29.243738,175.860238,97.026338,272.886576,6,7.44,7,0,0.0,0,0,0
HCP0087,9999000087,2025-04,S-CAR-01,South District 1,South,Cardiology,Cash,42.812246,5394.343031,43.668491,7.064021,4.520973,382.252199,70.716657,52.135802,40.963845,246.340306,135.911893,382.252199,8,8.8,13,0,0.0,0,0,0
HCP0088,9999000088,2025-04,S-CAR-02,South District 2,South,Cardiology,Commercial,50.401541,6858.641746,50.401541,8.316254,5.904541,450.013762,83.252546,61.377877,48.225475,290.008869,160.004893,450.013762,4,8.8,9,0,0.0,0,0,0
HCP0089,9999000089,2025-04,S-CAR-01,South District 1,South,Cardiology,Medicare Part D,17.65707,2135.79914,17.303928,2.913416,1.981123,157.652408,29.165695,21.502387,16.894733,101.598218,56.05419,157.652408,1,4.72,1,0,0.0,0,0,0
HCP0090,9999000090,2025-04,S-CAR-02,South District 2,South,Cardiology,Medicaid,52.656363,5440.455469,50.023545,8.6883,6.516225,470.146102,86.977029,64.123749,50.382946,302.983044,167.163058,470.146102,12,8.8,20,0,0.0,0,0,0
HCP0091,9999000091,2025-04,S-CAR-01,South District 1,South,Cardiology,Cash,26.264473,3309.323562,26.789762,4.333638,2.773528,234.504221,43.383281,31.984291,25.130515,151.124942,83.379279,234.504221,9,6.76,30,0,0.0,0,0,0
HCP0092,9999000092,2025-04,S-CAR-02,South District 2,South,Cardiology,Commercial,48.998188,6667.673376,48.998188,8.084701,5.740138,437.483818,80.934506,59.668904,46.88271,281.934016,155.549802,437.483818,5,8.8,6,0,0.0,0,0,0
HCP0093,9999000093,2025-04,S-CAR-01,South District 1,South,Cardiology,Medicare Part D,20.014124,2420.908411,19.613841,3.30233,2.245585,178.697534,33.059044,24.372755,19.150022,115.160633,63.536901,178.697534,2,5.4,3,0,0.0,0,0,0
HCP0094,9999000094,2025-04,S-CAR-02,South District 2,South,Cardiology,Medicaid,24.203192,2500.673817,22.993033,3.993527,2.995145,216.099931,39.978487,29.47411,23.158229,139.2644,76.835531,216.099931,6,6.08,9,0,0.0,0,0,0
HCP0095,9999000095,2025-04,S-CAR-01,South District 1,South,Cardiology,Cash,26.425413,3329.602097,26.953922,4.360193,2.790524,235.941191,43.64912,32.180281,25.284507,152.05099,83.890201,235.941191,8,7.44,17,0,0.0,0,0,0
HCP0096,9999000096,2025-04,S-CAR-02,South District 2,South,Cardiology,Commercial,48.003676,6532.340203,48.003676,7.920607,5.623631,428.604249,79.291786,58.45781,45.931136,276.211627,152.392622,428.604249,14,8.8,38,0,0.0,0,0,0
HCP0097,9999000097,2025-04,S-CAR-01,South District 1,South,Cardiology,Medicare Part D,35.914145,4344.174945,35.195862,5.925834,4.029567,320.662007,59.322471,43.735447,34.363566,206.648849,114.013158,320.662007,12,8.12,21,0,0.0,0,0,0
HCP0098,9999000098,2025-04,S-CAR-02,South District 2,South,Cardiology,Medicaid,27.602918,2851.933474,26.222772,4.554481,3.415861,246.454624,45.594105,33.61422,26.411173,158.826313,87.628311,246.454624,4,7.44,14,0,0.0,0,0,0
HCP0099,9999000099,2025-04,S-CAR-01,South District 1,South,Cardiology,Cash,17.69506,2229.577587,18.048961,2.919685,1.868598,157.991609,29.228448,21.548651,16.931083,101.816815,56.174794,157.991609,7,4.72,18,0,0.0,0,0,0
HCP0100,9999000100,2025-04,S-CAR-02,South District 2,South,Cardiology,Commercial,24.765897,3370.143218,24.765897,4.086373,2.901325,221.124078,40.907954,30.159359,23.696639,142.502183,78.621895,221.124078,9,6.76,21,0,0.0,0,0,0
HCP0101,9999000101,2025-04,S-END-01,South District 1,South,Endocrinology,Medicare Part D,13.471868,1396.763237,13.20243,2.761733,1.877978,133.384828,27.34389,18.926792,14.871051,86.115117,47.269711,133.384828,0,3.36,0,0,0.0,0,0,0
HCP0102,9999000102,2025-04,S-END-02,South District 2,South,Endocrinology,Medicaid,18.553315,1643.081579,17.625649,3.80343,2.852572,183.696188,37.657719,26.06578,20.480256,118.596837,65.099351,183.696188,5,4.72,10,1,0.0,0,0,0
HCP0103,9999000103,2025-04,S-END-01,South District 1,South,Endocrinology,Cash,32.644645,3525.621693,33.297538,6.692152,4.282977,323.21431,66.258934,45.862863,36.035107,208.671695,114.542615,323.21431,10,8.12,18,1,0.0,0,0,0
HCP0104,9999000104,2025-04,S-END-02,South District 2,South,Endocrinology,Commercial,37.071339,4324.001021,37.071339,7.599625,5.395733,367.042964,75.243808,52.08198,40.921556,236.968089,130.074875,367.042964,5,8.12,19,0,0.0,0,0,0
HCP0105,9999000105,2025-04,S-END-01,South District 1,South,Endocrinology,Medicare Part D,17.118755,1774.872567,16.77638,3.509345,2.386355,169.492628,34.745989,24.05035,18.896703,109.42682,60.065808,169.492628,4,4.04,6,0,0.0,0,0,0
HCP0106,9999000106,2025-04,S-END-02,South District 2,South,Endocrinology,Medicaid,24.453703,2165.619916,23.231018,5.013009,3.759757,242.115869,49.633753,34.355307,26.993456,156.313403,85.802466,242.115869,5,6.08,15,0,0.0,0,0,0
HCP0107,9999000107,2025-04,S-END-01,South District 1,South,Endocrinology,Cash,14.769517,1595.107842,15.064907,3.027751,1.937761,146.232842,29.977733,20.749876,16.303474,94.409975,51.822867,146.232842,2,4.04,6,0,0.0,0,0,0
HCP0108,9999000108,2025-04,S-END-02,South District 2,South,Endocrinology,Commercial,24.321473,2836.856635,24.321473,4.985902,3.53999,240.806665,49.365366,34.169536,26.847493,155.468163,85.338502,240.806665,7,6.08,17,0,0.0,0,0,0
HCP0109,9999000109,2025-04,S-END-01,South District 1,South,Endocrinology,Medicare Part D,16.125476,1671.88937,15.802967,3.305723,2.247891,159.65818,32.729927,22.65488,17.800262,103.077562,56.580618,159.65818,6,4.04,10,0,0.0,0,0,0
HCP0110,9999000110,2025-04,S-END-02,South District 2,South,Endocrinology,Medicaid,0.0,0.0,0.0,0.0,0.0,126.616099,25.9563,25.127742,19.743226,81.745131,44.870968,126.616099,1,3.36,1,0,0.0,0,0,0
HCP0111,9999000111,2025-04,S-END-01,South District 1,South,Endocrinology,Cash,35.263811,3808.491541,35.969087,7.229081,4.626612,349.146641,71.575061,49.542561,38.926298,225.413971,123.73267,349.146641,9,8.12,21,0,0.0,0,0,0
HCP0112,9999000112,2025-04,S-END-02,South District 2,South,Endocrinology,Commercial,17.392815,2028.698,17.392815,3.565527,2.531524,172.206093,35.302249,24.43538,19.199227,111.178671,61.027422,172.206093,5,4.72,10,0,0.0,0,0,0
HCP0113,9999000113,2025-04,S-END-01,South District 1,South,Endocrinology,Medicare Part D,20.964275,2173.57607,20.54499,4.297676,2.92242,207.567083,42.551252,29.452968,23.141618,134.008222,73.558861,207.567083,6,5.4,15,0,0.0,0,0,0
HCP0114,9999000114,2025-04,S-END-02,South District 2,South,Endocrinology,Medicaid,18.236879,1615.058038,17.325035,3.73856,2.80392,180.563162,37.015448,25.621216,20.130955,116.574112,63.98905,180.563162,2,4.72,5,0,0.0,0,0,0
HCP0115,9999000115,2025-04,S-END-01,South District 1,South,Endocrinology,Cash,34.182026,3691.658782,34.865666,7.007315,4.484682,338.435899,69.379359,48.022748,37.732159,218.498966,119.936933,338.435899,8,8.12,15,0,0.0,0,0,0
HCP0116,9999000116,2025-04,S-END-02,South District 2,South,Endocrinology,Commercial,11.435197,1333.801407,11.435197,2.344215,1.664393,113.219775,23.210054,16.065449,12.622853,73.096276,40.123499,113.219775,3,2.68,5,0,0.0,0,0,0
HCP0117,9999000117,2025-04,S-END-01,South District 1,South,Endocrinology,Medicare Part D,50.086262,5192.943693,49.084537,10.267684,6.982025,495.903588,101.660236,70.366805,55.288204,320.162317,175.741271,495.903588,9,8.8,23,0,0.0,0,0,0
HCP0118,9999000118,2025-04,S-END-02,South District 2,South,Endocrinology,Medicaid,0.0,0.0,0.0,0.0,0.0,145.545551,29.836838,28.884408,22.694892,93.966251,51.5793,145.545551,4,4.04,11,0,0.0,0,0,0
HCP0119,9999000119,2025-04,S-END-01,South District 1,South,Endocrinology,Cash,14.28825,1543.13104,14.574015,2.929091,1.874618,141.467825,29.000904,20.073738,15.772223,91.333614,50.134211,141.467825,4,3.36,6,0,0.0,0,0,0
HCP0120,9999000120,2025-04,S-END-02,South District 2,South,Endocrinology,Commercial,25.391741,2961.692704,25.391741,5.205307,3.695768,251.403379,51.537693,35.673169,28.028919,162.30955,89.093829,251.403379,5,6.76,15,0,0.0,0,0,0
HCP0121,9999000121,2025-04,E-PCP-01,East District 1,East,Primary Care,Medicaid,12.051893,869.664568,11.449298,2.832195,2.124146,140.138286,31.531114,19.717841,15.49259,92.875962,47.262324,140.138286,1,2.68,4,0,0.0,0,0,0
HCP0122,9999000122,2025-04,E-PCP-02,East District 2,East,Primary Care,Cash,23.561539,2073.415426,24.03277,5.536962,3.543655,273.971383,61.643561,38.548526,30.288127,181.573191,92.398192,273.971383,6,6.08,8,0,0.0,0,0,0
HCP0123,9999000123,2025-04,E-PCP-01,East District 1,East,Primary Care,Commercial,15.199888,1444.5974,15.199888,3.571974,2.536101,176.742889,39.76715,24.86821,19.539308,117.135483,59.607406,176.742889,3,3.36,3,0,0.0,0,0,0
HCP0124,9999000124,2025-04,E-PCP-02,East District 2,East,Primary Care,Medicare Part D,10.399596,878.557897,10.191604,2.443905,1.661855,120.925538,27.208246,17.014555,13.368579,80.142808,40.78273,120.925538,3,2.68,12,0,0.0,0,0,0
HCP0125,9999000125,2025-04,E-PCP-01,East District 1,East,Primary Care,Medicaid,15.847316,1143.542326,15.05495,3.724119,2.793089,184.271116,41.461001,25.927452,20.371569,122.124779,62.146337,184.271116,4,4.04,10,1,0.0,0,0,0
HCP0126,9999000126,2025-04,E-PCP-02,East District 2,East,Primary Care,Cash,14.199447,1249.551379,14.483436,3.33687,2.135597,165.109855,37.149717,23.23141,18.253251,109.425747,55.684108,165.109855,4,3.36,7,0,0.0,0,0,0
HCP0127,9999000127,2025-04,E-PCP-01,East District 1,East,Primary Care,Commercial,25.766093,2448.809492,25.766093,6.055032,4.299073,299.605734,67.41129,42.155349,33.12206,198.562232,101.043502,299.605734,3,6.08,6,0,0.0,0,0,0
HCP0128,9999000128,2025-04,E-PCP-02,East District 2,East,Primary Care,Medicare Part D,20.043298,1693.257814,19.642432,4.710175,3.202919,233.061605,52.438861,32.792408,25.765463,154.460436,78.601169,233.061605,3,4.72,8,0,0.0,0,0,0
HCP0129,9999000129,2025-04,E-PCP-01,East District 1,East,Primary Care,Medicaid,0.0,0.0,0.0,0.0,0.0,203.907702,45.879233,38.510568,30.258304,135.13883,68.768872,203.907702,2,4.04,3,0,0.0,0,0,0
HCP0130,9999000130,2025-04,E-PCP-02,East District 2,East,Primary Care,Cash,16.899068,1487.11801,17.23705,3.971281,2.54162,196.500794,44.212679,27.648201,21.723587,130.229938,66.270856,196.500794,2,4.04,5,0,0.0,0,0,0
HCP0131,9999000131,2025-04,E-PCP-01,East District 1,East,Primary Care,Commercial,31.883934,3030.24913,31.883934,7.492725,5.319834,370.743423,83.41727,52.164617,40.986485,245.708387,125.035036,370.743423,12,7.44,18,1,0.0,0,0,0
HCP0132,9999000132,2025-04,E-PCP-02,East District 2,East,Primary Care,Medicare Part D,13.121678,1108.519342,12.859244,3.083594,2.096844,152.577649,34.329971,21.468094,16.867788,101.120089,51.45756,152.577649,5,3.36,11,0,0.0,0,0,0
HCP0133,9999000133,2025-04,E-PCP-01,East District 1,East,Primary Care,Medicaid,19.365,1397.378424,18.39675,4.550775,3.413081,225.174422,50.664245,31.682659,24.893518,149.233245,75.941177,225.174422,5,4.72,11,0,0.0,0,0,0
HCP0134,9999000134,2025-04,E-PCP-02,East District 2,East,Primary Care,Cash,27.573681,2426.483901,28.125154,6.479815,4.147082,320.624194,72.140444,45.112704,35.445696,212.492113,108.132081,320.624194,6,6.76,12,0,0.0,0,0,0
HCP0135,9999000135,2025-04,E-PCP-01,East District 1,East,Primary Care,Commercial,21.045398,2000.15458,21.045398,4.945668,3.511425,244.713925,55.060633,34.431921,27.053652,162.182954,82.530971,244.713925,3,5.4,3,0,0.0,0,0,0
HCP0136,9999000136,2025-04,E-PCP-02,East District 2,East,Primary Care,Medicare Part D,24.944517,2107.312758,24.445626,5.861961,3.986134,290.052519,65.261817,40.811186,32.065931,192.230885,97.821634,290.052519,6,6.08,12,0,0.0,0,0,0
HCP0137,9999000137,2025-04,E-PCP-01,East District 1,East,Primary Care,Medicaid,0.0,0.0,0.0,0.0,0.0,133.709791,30.084703,25.252798,19.841484,88.615509,45.094282,133.709791,1,2.68,4,0,0.0,0,0,0
HCP0138,9999000138,2025-04,E-PCP-02,East District 2,East,Primary Care,Cash,0.0,0.0,0.0,0.0,0.0,208.007215,46.801623,39.284814,30.866639,137.855762,70.151453,208.007215,3,4.04,2,0,0.0,0,0,0
HCP0139,9999000139,2025-04,E-PCP-01,East District 1,East,Primary Care,Commercial,16.85929,1602.306946,16.85929,3.961933,2.812973,196.038258,44.108608,27.583121,21.672452,129.923395,66.114863,196.038258,4,4.04,8,0,0.0,0,0,0
HCP0140,9999000140,2025-04,E-PCP-02,East District 2,East,Primary Care,Medicare Part D,18.582145,1569.819576,18.210502,4.366804,2.969427,216.07145,48.616076,30.401846,23.887165,143.200294,72.871156,216.07145,5,4.72,10,0,0.0,0,0,0
HCP0141,9999000141,2025-04,E-CAR-01,East District 1,East,Cardiology,Medicaid,27.338796,2824.644376,25.971856,4.510901,3.383176,244.096391,45.157832,33.292578,26.158454,157.306563,86.789828,244.096391,4,6.76,6,0,0.0,0,0,0
HCP0142,9999000142,2025-04,E-CAR-02,East District 2,East,Cardiology,Cash,33.474622,4217.802372,34.144114,5.523313,3.53492,298.880553,55.292902,40.764651,32.029368,192.611912,106.268641,298.880553,12,8.12,39,0,0.0,0,0,0
